sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element
1368,5,A,,Tax Exchange Rate Date,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, the date or date and time of the exchange rate used",gl-cor,0,Tax Details,CO11a_MC11_12,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_12,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Exchange Rate Date,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxExchnRatDt,税額換算レート日付,税が外貨建ての場合の、換算レートの日付または日付/時刻。,gl-muc:taxExchangeRateDate
1369,5,A,,Tax Exchange Rate Item Type,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency",gl-cor,0,Tax Details,CO11a_MC11_13,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_13,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Exchange Rate Item Type,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxExchnRatItmTyp,税額換算レート,税が外貨建ての場合の、換算レート。自国通貨を外貨で割った値。,gl-muc:taxExchangeRate
1370,5,A,,Tax Exchange Rate Source,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, source of exchange rate - for example, Reuters, Bloomberg",gl-cor,0,Tax Details,CO11a_MC11_14,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_14,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Exchange Rate Source,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxExchnRatSrc,税額換算レート情報源,"税が外貨建ての場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",gl-muc:taxExchangeRateSource
1371,5,A,,Tax Exchange Rate Type,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, type of exchange rate - for example, spot rate, forward contract etc.",gl-cor,0,Tax Details,CO11a_MC11_15,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_15,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Exchange Rate Type,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxExchnRatTyp,税額換算レート種別,税が外貨建ての場合の、換算レートの種別。たとえば、スポット・レート、先物など。,gl-muc:taxExchangeRateType
1372,5,A,,Tax Exchange Rate Comment,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency, comment about exchange rate used",gl-cor,0,Tax Details,CO11a_MC11_16,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_16,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Exchange Rate Comment,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxExchnRatCmmnt,税額換算レートコメント,税が外貨建ての場合の、換算レートに関するコメント。,gl-muc:taxExchangeRateComment
1373,5,A,,Tax Amount in Triangulation Currency,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, the amount of that tax in the triangulation currency",gl-cor,0,Tax Details,CO11a_MC11_17,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_17,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Amount in Triangulation Currency,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxAmtInTrnglCur,税額トライアンギュレーション通貨換算額,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨での税額。,gl-muc:taxAmountTriangulationCurrency
1374,5,A,,Tax Triangulation Currency,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, the triangulation currency",gl-cor,0,Tax Details,CO11a_MC11_18,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_18,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Triangulation Currency,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxTrnglCur,税額換算トライアンギュレーション通貨,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨。,gl-muc:taxTriangulationCurrency
1375,5,A,,Tax Triangulation Currency Exchange Rate,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, the exchange rate used expressed as national currency divided by triangulation currency",gl-cor,0,Tax Details,CO11a_MC11_19,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_19,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Triangulation Currency Exchange Rate,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxTrnglCurExchnRat,税額トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。自国通貨をトライアンギュレーション通貨で割った値。,gl-muc:taxTriangulationExchangeRate
1376,5,A,,Tax Triangulation Currency Exchange Rate Source,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",gl-cor,0,Tax Details,CO11a_MC11_20,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_20,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Triangulation Currency Exchange Rate Source,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxTrnglCurExchnRatSrc,税額トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg\n",gl-muc:taxTriangulationExchangeRateSource
1377,5,A,,Tax Triangulation Currency Exchange Rate Type,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",gl-cor,0,Tax Details,CO11a_MC11_21,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_21,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Triangulation Currency Exchange Rate Type,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxTrnglCurExchnRatTyp,税額トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など\n,gl-muc:taxTriangulationExchangeRateType
1378,5,A,,Tax Foreign to Triangulation Currency Exchange Rate,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used,  the exchange rate used expressed as foreign currency divided by triangulation currency",gl-cor,0,Tax Details,CO11a_MC11_22,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_22,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Foreign to Triangulation Currency Exchange Rate,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxFrgnTTrnglCurExchnRat,税額外貨トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。外貨をトライアンギュレーション通貨で割った値。,gl-muc:taxForeignTriangulationExchangeRate
1379,5,A,,Tax Foreign to Triangulation Currency Exchange Rate Source,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",gl-cor,0,Tax Details,CO11a_MC11_23,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_23,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Foreign to Triangulation Currency Exchange Rate Source,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxFrgnTTrnglCurExchnRatSrc,税額外貨トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",gl-muc:taxForeignTriangulationExchangeRateSource
1380,5,A,,Tax Foreign to Triangulation Currency Exchange Rate Type,xbrli:stringItemType,0..1,,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",gl-cor,0,Tax Details,CO11a_MC11_24,/CO02a/CO06a/CO05a/CO11a/CO11a_MC11_24,$.Accounting Entries.Entry Header.Entry Detail.Tax Details.Tax Foreign to Triangulation Currency Exchange Rate Type,AccntEntrs.EntryHedr.EntryDetl.TxDtls.TxFrgnTTrnglCurExchnRatTyp,税額外貨トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など。,gl-muc:taxForeignTriangulationExchangeRateType
1381,4,C,,Originating Document,,0..*,,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-cor,0,Originating Document,TA01a,/CO02a/CO06a/CO05a/TA01a,$.Accounting Entries.Entry Header.Entry Detail.Originating Document,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,gl-taf:originatingDocumentStructure
1382,5,A,,Originating Document Type,xbrli:stringItemType,0..1,,"Originating document type - order, acknowledgement, confirmation, shipment, delivery/receipt, invoice, payment, etc.",gl-cor,0,Originating Document,TA01a_01,/CO02a/CO06a/CO05a/TA01a/TA01a_01,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Originating Document Type,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.OrgntDocTyp,発生元文書種別,発生元文書の種別。発注、通知、確認、出荷、配送/受領、請求、支払、など。,gl-taf:originatingDocumentType
1383,5,A,,Originating Document Number,xbrli:stringItemType,0..1,,Originating document number,gl-cor,0,Originating Document,TA01a_02,/CO02a/CO06a/CO05a/TA01a/TA01a_02,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Originating Document Number,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.OrgntDocNr,発生元文書番号,発生元文書の番号。,gl-taf:originatingDocumentNumber
1384,5,A,,Originating Document Date,xbrli:stringItemType,0..1,,Originating document date,gl-cor,0,Originating Document,TA01a_03,/CO02a/CO06a/CO05a/TA01a/TA01a_03,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Originating Document Date,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.OrgntDocDt,発生元文書日付,発生元文書の日付。,gl-taf:originatingDocumentDate
1385,5,A,,Originating Document Identifier Type,xbrli:stringItemType,0..1,,"Originating document identifier type: e.g. Customer, Vendor, Employee, Other",gl-cor,0,Originating Document,TA01a_04,/CO02a/CO06a/CO05a/TA01a/TA01a_04,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Originating Document Identifier Type,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.OrgntDocIdntfTyp,発生元文書対象CVE種別,発生元文書の対象となるCVEの種別。例えば、顧客、仕入先、従業員、その他。\n[設定値のリスト]\n(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) ,gl-taf:originatingDocumentIdentifierType
1386,5,A,,Originating Document Identifier Code,xbrli:stringItemType,0..1,,Originating document identifier code,gl-cor,0,Originating Document,TA01a_05,/CO02a/CO06a/CO05a/TA01a/TA01a_05,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Originating Document Identifier Code,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.OrgntDocIdntfCd,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。,gl-taf:originatingDocumentIdentifierCode
1387,5,A,,Originating Document Identifier Tax Code,xbrli:stringItemType,0..1,,Originating document identifier tax code,gl-cor,0,Originating Document,TA01a_06,/CO02a/CO06a/CO05a/TA01a/TA01a_06,$.Accounting Entries.Entry Header.Entry Detail.Originating Document.Originating Document Identifier Tax Code,AccntEntrs.EntryHedr.EntryDetl.OrgntDoc.OrgntDocIdntfTxCd,発生元文書対象CVE納税者コード,発生元文書の対象となるCVEの納税者コード。,gl-taf:originatingDocumentIdentifierTaxCode
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
